"Frequenz (Hz)","Zeit (s)","FFT Mag (arb. unit)"
3.082763672E3,0.000000000E0,3.190363227E1
3.106201172E3,0.000000000E0,3.871969335E1
3.129638672E3,0.000000000E0,2.545039753E1
3.153076172E3,0.000000000E0,2.960428073E1
3.176513672E3,0.000000000E0,2.918056973E1
3.199951172E3,0.000000000E0,3.463257838E1
3.223388672E3,0.000000000E0,4.346217683E1
3.246826172E3,0.000000000E0,4.076496934E1
3.270263672E3,0.000000000E0,4.563997371E1
3.293701172E3,0.000000000E0,3.713804231E1
3.317138672E3,0.000000000E0,4.495755306E1
3.340576172E3,0.000000000E0,3.761063232E1
3.364013672E3,0.000000000E0,5.039568029E1
3.387451172E3,0.000000000E0,5.115199566E1
3.410888672E3,0.000000000E0,5.502843105E1
3.434326172E3,0.000000000E0,4.170506882E1
3.457763672E3,0.000000000E0,3.040810179E1
3.481201172E3,0.000000000E0,4.296231573E1
3.504638672E3,0.000000000E0,4.267022205E1
3.528076172E3,0.000000000E0,3.735449256E1
3.551513672E3,0.000000000E0,4.286883420E1
3.574951172E3,0.000000000E0,3.767646364E1
3.598388672E3,0.000000000E0,3.788005520E1
3.621826172E3,0.000000000E0,4.098895050E1
3.645263672E3,0.000000000E0,3.992963114E1
3.668701172E3,0.000000000E0,4.414312869E1
3.692138672E3,0.000000000E0,3.783968340E1
3.715576172E3,0.000000000E0,3.445593346E1
3.739013672E3,0.000000000E0,3.340453653E1
3.762451172E3,0.000000000E0,3.594546556E1
3.785888672E3,0.000000000E0,4.794345712E1
3.809326172E3,0.000000000E0,4.842115852E1
3.832763672E3,0.000000000E0,5.959179550E1
3.856201172E3,0.000000000E0,6.744052323E1
3.879638672E3,0.000000000E0,6.456304428E1
3.903076172E3,0.000000000E0,6.137514565E1
3.926513672E3,0.000000000E0,5.161744433E1
3.949951172E3,0.000000000E0,3.912148763E1
3.973388672E3,0.000000000E0,5.088796066E1
3.996826172E3,0.000000000E0,4.778492586E1
4.020263672E3,0.000000000E0,4.904663749E1
4.043701172E3,0.000000000E0,4.317242985E1
4.067138672E3,0.000000000E0,5.292904175E1
4.090576172E3,0.000000000E0,3.912388754E1
4.114013672E3,0.000000000E0,5.599319726E1
4.137451172E3,0.000000000E0,5.388759382E1
4.160888672E3,0.000000000E0,3.823086555E1
4.184326172E3,0.000000000E0,5.311572376E1
4.207763672E3,0.000000000E0,5.356953249E1
4.231201172E3,0.000000000E0,5.586657891E1
4.254638672E3,0.000000000E0,6.342277666E1
4.278076172E3,0.000000000E0,6.066640865E1
4.301513672E3,0.000000000E0,5.202654128E1
4.324951172E3,0.000000000E0,6.649446526E1
4.348388672E3,0.000000000E0,5.332373366E1
4.371826172E3,0.000000000E0,5.506665758E1
4.395263672E3,0.000000000E0,6.193442829E1
4.418701172E3,0.000000000E0,5.466903565E1
4.442138672E3,0.000000000E0,5.956862850E1
4.465576172E3,0.000000000E0,6.300212653E1
4.489013672E3,0.000000000E0,5.816421344E1
4.512451172E3,0.000000000E0,6.174432389E1
4.535888672E3,0.000000000E0,7.178097456E1
4.559326172E3,0.000000000E0,7.164494843E1
4.582763672E3,0.000000000E0,6.351846248E1
4.606201172E3,0.000000000E0,6.208968261E1
4.629638672E3,0.000000000E0,6.276868556E1
4.653076172E3,0.000000000E0,5.187150281E1
4.676513672E3,0.000000000E0,6.477914554E1
4.699951172E3,0.000000000E0,6.810948963E1
4.723388672E3,0.000000000E0,6.289509070E1
4.746826172E3,0.000000000E0,5.634958175E1
4.770263672E3,0.000000000E0,5.871377978E1
4.793701172E3,0.000000000E0,7.696272781E1
4.817138672E3,0.000000000E0,5.968016524E1
4.840576172E3,0.000000000E0,5.575349607E1
4.864013672E3,0.000000000E0,5.750489561E1
4.887451172E3,0.000000000E0,8.351519169E1
4.910888672E3,0.000000000E0,1.019766603E2
4.934326172E3,0.000000000E0,1.112951863E2
4.957763672E3,0.000000000E0,1.004866773E2
4.981201172E3,0.000000000E0,1.136504254E2
5.004638672E3,0.000000000E0,1.046409238E2
5.028076172E3,0.000000000E0,1.120830012E2
5.051513672E3,0.000000000E0,1.167822977E2
5.074951172E3,0.000000000E0,9.527827855E1
5.098388672E3,0.000000000E0,9.481476410E1
5.121826172E3,0.000000000E0,1.043269149E2
5.145263672E3,0.000000000E0,6.982147265E1
5.168701172E3,0.000000000E0,1.050104832E2
5.192138672E3,0.000000000E0,8.541098362E1
5.215576172E3,0.000000000E0,1.048514074E2
5.239013672E3,0.000000000E0,9.702967800E1
5.262451172E3,0.000000000E0,9.707389936E1
5.285888672E3,0.000000000E0,1.294880227E2
5.309326172E3,0.000000000E0,1.077315521E2
5.332763672E3,0.000000000E0,9.073296235E1
5.356201172E3,0.000000000E0,1.249878334E2
5.379638672E3,0.000000000E0,9.362904978E1
5.403076172E3,0.000000000E0,9.588032676E1
5.426513672E3,0.000000000E0,1.051260598E2
5.449951172E3,0.000000000E0,1.048895704E2
5.473388672E3,0.000000000E0,9.692563682E1
5.496826172E3,0.000000000E0,1.118750319E2
5.520263672E3,0.000000000E0,8.748554336E1
5.543701172E3,0.000000000E0,8.181586271E1
5.567138672E3,0.000000000E0,8.174926185E1
5.590576172E3,0.000000000E0,8.770923142E1
5.614013672E3,0.000000000E0,9.002253430E1
5.637451172E3,0.000000000E0,9.351834122E1
5.660888672E3,0.000000000E0,9.870982310E1
5.684326172E3,0.000000000E0,9.637971403E1
5.707763672E3,0.000000000E0,9.224438059E1
5.731201172E3,0.000000000E0,8.721002773E1
5.754638672E3,0.000000000E0,8.749636118E1
5.778076172E3,0.000000000E0,9.239841423E1
5.801513672E3,0.000000000E0,7.792232344E1
5.824951172E3,0.000000000E0,6.841731667E1
5.848388672E3,0.000000000E0,5.679459804E1
5.871826172E3,0.000000000E0,5.558530365E1
5.895263672E3,0.000000000E0,4.977686331E1
5.918701172E3,0.000000000E0,4.807731483E1
5.942138672E3,0.000000000E0,5.484845617E1
5.965576172E3,0.000000000E0,4.489992828E1
5.989013672E3,0.000000000E0,3.884554309E1
1.245117188E1,6.826666667E-1,7.338636597E0
3.588867188E1,6.826666667E-1,6.661526191E0
5.932617188E1,6.826666667E-1,5.367111645E0
8.276367188E1,6.826666667E-1,4.995912340E0
1.062011719E2,6.826666667E-1,6.225277581E0
1.296386719E2,6.826666667E-1,6.487662760E0
1.530761719E2,6.826666667E-1,6.772437583E0
1.765136719E2,6.826666667E-1,5.754746800E0
1.999511719E2,6.826666667E-1,7.298915487E0
2.233886719E2,6.826666667E-1,6.391253005E0
2.468261719E2,6.826666667E-1,9.754623767E0
2.702636719E2,6.826666667E-1,8.346605810E0
2.937011719E2,6.826666667E-1,6.821590903E0
3.171386719E2,6.826666667E-1,7.362753898E0
3.405761719E2,6.826666667E-1,7.154121989E0
3.640136719E2,6.826666667E-1,1.005157081E1
3.874511719E2,6.826666667E-1,6.368700442E0
4.108886719E2,6.826666667E-1,8.528819402E0
4.343261719E2,6.826666667E-1,7.252351743E0
4.577636719E2,6.826666667E-1,1.226529551E1
4.812011719E2,6.826666667E-1,1.465158560E1
5.046386719E2,6.826666667E-1,2.056820317E1
5.280761719E2,6.826666667E-1,4.987173811E1
5.515136719E2,6.826666667E-1,2.429945282E1
5.749511719E2,6.826666667E-1,1.848285381E1
5.983886719E2,6.826666667E-1,1.423439098E1
6.218261719E2,6.826666667E-1,1.064459277E1
6.452636719E2,6.826666667E-1,9.482706405E0
6.687011719E2,6.826666667E-1,1.123524178E1
6.921386719E2,6.826666667E-1,1.024611168E1
7.155761719E2,6.826666667E-1,1.266509580E1
7.390136719E2,6.826666667E-1,1.212304741E1
7.624511719E2,6.826666667E-1,9.841081327E0
7.858886719E2,6.826666667E-1,1.349706698E1
8.093261719E2,6.826666667E-1,9.588892584E0
8.327636719E2,6.826666667E-1,7.937403195E0
8.562011719E2,6.826666667E-1,1.038530608E1
8.796386719E2,6.826666667E-1,1.009134573E1
9.030761719E2,6.826666667E-1,1.575157154E1
9.265136719E2,6.826666667E-1,2.290539912E1
9.499511719E2,6.826666667E-1,3.103318124E1
9.733886719E2,6.826666667E-1,4.459366865E1
9.968261719E2,6.826666667E-1,6.421107284E1
1.020263672E3,6.826666667E-1,8.645490050E1
1.043701172E3,6.826666667E-1,9.829205005E1
1.067138672E3,6.826666667E-1,8.082229010E1
1.090576172E3,6.826666667E-1,5.916233332E1
1.114013672E3,6.826666667E-1,7.086160384E1
1.137451172E3,6.826666667E-1,3.532488951E1
1.160888672E3,6.826666667E-1,3.175941822E1
1.184326172E3,6.826666667E-1,3.010346147E1
1.207763672E3,6.826666667E-1,2.335991848E1
1.231201172E3,6.826666667E-1,1.922587303E1
1.254638672E3,6.826666667E-1,2.322349458E1
1.278076172E3,6.826666667E-1,2.582222167E1
1.301513672E3,6.826666667E-1,2.403561326E1
1.324951172E3,6.826666667E-1,2.313700215E1
1.348388672E3,6.826666667E-1,2.208085771E1
1.371826172E3,6.826666667E-1,2.417915374E1
1.395263672E3,6.826666667E-1,2.689265664E1
1.418701172E3,6.826666667E-1,2.681801819E1
1.442138672E3,6.826666667E-1,3.992956887E1
1.465576172E3,6.826666667E-1,3.514988413E1
1.489013672E3,6.826666667E-1,3.037734610E1
1.512451172E3,6.826666667E-1,5.389676795E1
1.535888672E3,6.826666667E-1,4.180732575E1
1.559326172E3,6.826666667E-1,5.043542414E1
1.582763672E3,6.826666667E-1,5.734073005E1
1.606201172E3,6.826666667E-1,8.280289797E1
1.629638672E3,6.826666667E-1,5.944640580E1
1.653076172E3,6.826666667E-1,5.399746559E1
1.676513672E3,6.826666667E-1,5.029869795E1
1.699951172E3,6.826666667E-1,5.112605653E1
1.723388672E3,6.826666667E-1,3.874744598E1
1.746826172E3,6.826666667E-1,4.219190222E1
1.770263672E3,6.826666667E-1,4.166910597E1
1.793701172E3,6.826666667E-1,3.309166715E1
1.817138672E3,6.826666667E-1,3.589651400E1
1.840576172E3,6.826666667E-1,3.683506443E1
1.864013672E3,6.826666667E-1,3.483327753E1
1.887451172E3,6.826666667E-1,3.187337087E1
1.910888672E3,6.826666667E-1,2.939255042E1
1.934326172E3,6.826666667E-1,3.339352984E1
1.957763672E3,6.826666667E-1,3.531993687E1
1.981201172E3,6.826666667E-1,2.762878096E1
2.004638672E3,6.826666667E-1,3.221560662E1
2.028076172E3,6.826666667E-1,4.647055254E1
2.051513672E3,6.826666667E-1,4.550945440E1
2.074951172E3,6.826666667E-1,6.227302090E1
2.098388672E3,6.826666667E-1,7.157488072E1
2.121826172E3,6.826666667E-1,8.547443680E1
2.145263672E3,6.826666667E-1,7.014947309E1
2.168701172E3,6.826666667E-1,5.983174125E1
2.192138672E3,6.826666667E-1,6.283396345E1
2.215576172E3,6.826666667E-1,8.310218140E1
2.239013672E3,6.826666667E-1,7.149278365E1
2.262451172E3,6.826666667E-1,5.595383789E1
2.285888672E3,6.826666667E-1,7.556390470E1
2.309326172E3,6.826666667E-1,5.319376808E1
2.332763672E3,6.826666667E-1,4.276288895E1
2.356201172E3,6.826666667E-1,4.127556191E1
2.379638672E3,6.826666667E-1,4.280108603E1
2.403076172E3,6.826666667E-1,4.223175179E1
2.426513672E3,6.826666667E-1,3.838831888E1
2.449951172E3,6.826666667E-1,4.347234011E1
2.473388672E3,6.826666667E-1,5.426733194E1
2.496826172E3,6.826666667E-1,4.514493584E1
2.520263672E3,6.826666667E-1,4.352815743E1
2.543701172E3,6.826666667E-1,5.758015926E1
2.567138672E3,6.826666667E-1,4.449489940E1
2.590576172E3,6.826666667E-1,4.884579420E1
2.614013672E3,6.826666667E-1,5.070308684E1
2.637451172E3,6.826666667E-1,6.218657192E1
2.660888672E3,6.826666667E-1,7.091168344E1
2.684326172E3,6.826666667E-1,7.061131205E1
2.707763672E3,6.826666667E-1,5.416603118E1
2.731201172E3,6.826666667E-1,6.440543627E1
2.754638672E3,6.826666667E-1,5.843985878E1
2.778076172E3,6.826666667E-1,5.026330397E1
2.801513672E3,6.826666667E-1,6.847127013E1
2.824951172E3,6.826666667E-1,5.017165428E1
2.848388672E3,6.826666667E-1,5.384406387E1
2.871826172E3,6.826666667E-1,5.437010067E1
2.895263672E3,6.826666667E-1,6.059612076E1
2.918701172E3,6.826666667E-1,5.147138719E1
2.942138672E3,6.826666667E-1,4.169131862E1
2.965576172E3,6.826666667E-1,5.966984162E1
2.989013672E3,6.826666667E-1,3.944123032E1
3.012451172E3,6.826666667E-1,4.760736994E1
3.035888672E3,6.826666667E-1,4.552421503E1
3.059326172E3,6.826666667E-1,4.357223485E1
3.082763672E3,6.826666667E-1,4.900864154E1
3.106201172E3,6.826666667E-1,4.051343097E1
3.129638672E3,6.826666667E-1,3.971863929E1
3.153076172E3,6.826666667E-1,4.263434479E1
3.176513672E3,6.826666667E-1,4.769447306E1
3.199951172E3,6.826666667E-1,4.197439748E1
3.223388672E3,6.826666667E-1,3.901959148E1
3.246826172E3,6.826666667E-1,4.291551052E1
3.270263672E3,6.826666667E-1,4.417911963E1
3.293701172E3,6.826666667E-1,4.885245690E1
3.317138672E3,6.826666667E-1,3.914920953E1
3.340576172E3,6.826666667E-1,5.059298856E1
3.364013672E3,6.826666667E-1,4.580556786E1
3.387451172E3,6.826666667E-1,5.997115056E1
3.410888672E3,6.826666667E-1,6.220998112E1
3.434326172E3,6.826666667E-1,5.237766706E1
3.457763672E3,6.826666667E-1,3.955662561E1
3.481201172E3,6.826666667E-1,4.026277457E1
3.504638672E3,6.826666667E-1,3.671365862E1
3.528076172E3,6.826666667E-1,4.543650776E1
3.551513672E3,6.826666667E-1,3.591591946E1
3.574951172E3,6.826666667E-1,4.320857073E1
3.598388672E3,6.826666667E-1,3.798658317E1
3.621826172E3,6.826666667E-1,5.682130972E1
3.645263672E3,6.826666667E-1,5.473985457E1
3.668701172E3,6.826666667E-1,4.699652709E1
3.692138672E3,6.826666667E-1,5.380776295E1
3.715576172E3,6.826666667E-1,3.897752770E1
3.739013672E3,6.826666667E-1,2.576661236E1
3.762451172E3,6.826666667E-1,3.860613600E1
3.785888672E3,6.826666667E-1,3.785445823E1
3.809326172E3,6.826666667E-1,5.690639689E1
3.832763672E3,6.826666667E-1,8.070296022E1
3.856201172E3,6.826666667E-1,6.140287106E1
3.879638672E3,6.826666667E-1,7.564201735E1
3.903076172E3,6.826666667E-1,5.214151519E1
3.926513672E3,6.826666667E-1,5.307573510E1
3.949951172E3,6.826666667E-1,4.390578841E1
3.973388672E3,6.826666667E-1,4.089617021E1
3.996826172E3,6.826666667E-1,3.413507475E1
4.020263672E3,6.826666667E-1,4.052605773E1
4.043701172E3,6.826666667E-1,5.072164204E1
4.067138672E3,6.826666667E-1,4.304182046E1
4.090576172E3,6.826666667E-1,6.078927940E1
4.114013672E3,6.826666667E-1,5.232262145E1
4.137451172E3,6.826666667E-1,6.257205599E1
4.160888672E3,6.826666667E-1,4.508801110E1
4.184326172E3,6.826666667E-1,5.529141019E1
4.207763672E3,6.826666667E-1,5.444843291E1
4.231201172E3,6.826666667E-1,6.308173949E1
4.254638672E3,6.826666667E-1,6.766965409E1
4.278076172E3,6.826666667E-1,7.349128209E1
4.301513672E3,6.826666667E-1,7.177423814E1
4.324951172E3,6.826666667E-1,6.783869088E1
4.348388672E3,6.826666667E-1,4.801006780E1
4.371826172E3,6.826666667E-1,6.518269379E1
4.395263672E3,6.826666667E-1,5.440494101E1
4.418701172E3,6.826666667E-1,6.776921621E1
4.442138672E3,6.826666667E-1,8.220160558E1
4.465576172E3,6.826666667E-1,7.945510691E1
4.489013672E3,6.826666667E-1,7.872992533E1
4.512451172E3,6.826666667E-1,8.382267875E1
4.535888672E3,6.826666667E-1,4.853066339E1
4.559326172E3,6.826666667E-1,6.418836953E1
4.582763672E3,6.826666667E-1,5.369419135E1
4.606201172E3,6.826666667E-1,7.720078006E1
4.629638672E3,6.826666667E-1,8.108996325E1
4.653076172E3,6.826666667E-1,6.385144963E1
4.676513672E3,6.826666667E-1,7.615090221E1
4.699951172E3,6.826666667E-1,8.223660093E1
4.723388672E3,6.826666667E-1,9.132020425E1
4.746826172E3,6.826666667E-1,6.860144473E1
4.770263672E3,6.826666667E-1,6.824018283E1
4.793701172E3,6.826666667E-1,6.959371318E1
4.817138672E3,6.826666667E-1,5.451315791E1
4.840576172E3,6.826666667E-1,6.286138405E1
4.864013672E3,6.826666667E-1,7.063123597E1
4.887451172E3,6.826666667E-1,7.739344938E1
4.910888672E3,6.826666667E-1,1.152986404E2
4.934326172E3,6.826666667E-1,1.075143438E2
4.957763672E3,6.826666667E-1,1.344820869E2
4.981201172E3,6.826666667E-1,1.229721345E2
5.004638672E3,6.826666667E-1,1.348600212E2
5.028076172E3,6.826666667E-1,1.194459641E2
5.051513672E3,6.826666667E-1,1.333441601E2
5.074951172E3,6.826666667E-1,8.904932682E1
5.098388672E3,6.826666667E-1,9.764099109E1
5.121826172E3,6.826666667E-1,1.155692693E2
5.145263672E3,6.826666667E-1,1.018861167E2
5.168701172E3,6.826666667E-1,9.508459397E1
5.192138672E3,6.826666667E-1,1.116472125E2
5.215576172E3,6.826666667E-1,9.846559331E1
5.239013672E3,6.826666667E-1,9.228620629E1
5.262451172E3,6.826666667E-1,8.509712771E1
5.285888672E3,6.826666667E-1,1.078879827E2
5.309326172E3,6.826666667E-1,1.246142680E2
5.332763672E3,6.826666667E-1,9.798178471E1
5.356201172E3,6.826666667E-1,1.482819595E2
5.379638672E3,6.826666667E-1,1.174007045E2
5.403076172E3,6.826666667E-1,1.166505192E2
5.426513672E3,6.826666667E-1,1.334705050E2
5.449951172E3,6.826666667E-1,1.137416032E2
5.473388672E3,6.826666667E-1,1.488064946E2
5.496826172E3,6.826666667E-1,1.096320397E2
5.520263672E3,6.826666667E-1,1.116885476E2
5.543701172E3,6.826666667E-1,9.260128999E1
5.567138672E3,6.826666667E-1,1.018284228E2
5.590576172E3,6.826666667E-1,9.224980535E1
5.614013672E3,6.826666667E-1,9.114316454E1
5.637451172E3,6.826666667E-1,1.026937768E2
5.660888672E3,6.826666667E-1,7.820092253E1
5.684326172E3,6.826666667E-1,1.156210850E2
5.707763672E3,6.826666667E-1,8.795322272E1
5.731201172E3,6.826666667E-1,7.243436296E1
5.754638672E3,6.826666667E-1,9.237362058E1
5.778076172E3,6.826666667E-1,9.731382975E1
5.801513672E3,6.826666667E-1,6.894641283E1
5.824951172E3,6.826666667E-1,6.567096502E1
5.848388672E3,6.826666667E-1,8.371079653E1
5.871826172E3,6.826666667E-1,5.992034548E1
5.895263672E3,6.826666667E-1,4.493058678E1
5.918701172E3,6.826666667E-1,4.244168510E1
5.942138672E3,6.826666667E-1,6.082303023E1
5.965576172E3,6.826666667E-1,5.470355866E1
5.989013672E3,6.826666667E-1,4.958223144E1
1.245117188E1,1.365333333E0,6.262733196E0
3.588867188E1,1.365333333E0,6.618593002E0
5.932617188E1,1.365333333E0,7.034587531E0
8.276367188E1,1.365333333E0,7.348826134E0
1.062011719E2,1.365333333E0,7.501235476E0
1.296386719E2,1.365333333E0,6.117391534E0
1.530761719E2,1.365333333E0,5.749531232E0
1.765136719E2,1.365333333E0,6.855216357E0
1.999511719E2,1.365333333E0,7.094280236E0
2.233886719E2,1.365333333E0,9.029475695E0
2.468261719E2,1.365333333E0,7.024133183E0
2.702636719E2,1.365333333E0,7.373856977E0
2.937011719E2,1.365333333E0,5.819653623E0
3.171386719E2,1.365333333E0,6.781808349E0
3.405761719E2,1.365333333E0,6.189352419E0
3.640136719E2,1.365333333E0,6.704134427E0
3.874511719E2,1.365333333E0,4.526006468E0
4.108886719E2,1.365333333E0,9.069425598E0
4.343261719E2,1.365333333E0,8.020231447E0
4.577636719E2,1.365333333E0,1.237035827E1
4.812011719E2,1.365333333E0,1.056600305E1
5.046386719E2,1.365333333E0,2.153025816E1
5.280761719E2,1.365333333E0,4.702021093E1
5.515136719E2,1.365333333E0,1.591317922E1
5.749511719E2,1.365333333E0,1.601158077E1
5.983886719E2,1.365333333E0,1.157192191E1
6.218261719E2,1.365333333E0,1.347581004E1
6.452636719E2,1.365333333E0,1.281309157E1
6.687011719E2,1.365333333E0,8.723912644E0
6.921386719E2,1.365333333E0,1.176479365E1
7.155761719E2,1.365333333E0,1.144206448E1
7.390136719E2,1.365333333E0,5.809994167E0
7.624511719E2,1.365333333E0,1.052483036E1
7.858886719E2,1.365333333E0,8.867916185E0
8.093261719E2,1.365333333E0,1.125713062E1
8.327636719E2,1.365333333E0,1.136398077E1
8.562011719E2,1.365333333E0,1.194637221E1
8.796386719E2,1.365333333E0,1.335950007E1
9.030761719E2,1.365333333E0,1.197360408E1
9.265136719E2,1.365333333E0,2.716317743E1
9.499511719E2,1.365333333E0,3.534713719E1
9.733886719E2,1.365333333E0,5.320072872E1
9.968261719E2,1.365333333E0,5.054282626E1
1.020263672E3,1.365333333E0,6.498006942E1
1.043701172E3,1.365333333E0,8.715963234E1
1.067138672E3,1.365333333E0,8.707169511E1
1.090576172E3,1.365333333E0,6.846966244E1
1.114013672E3,1.365333333E0,4.290956426E1
1.137451172E3,1.365333333E0,4.381448061E1
1.160888672E3,1.365333333E0,3.012046125E1
1.184326172E3,1.365333333E0,3.376309475E1
1.207763672E3,1.365333333E0,2.575252248E1
1.231201172E3,1.365333333E0,2.066513450E1
1.254638672E3,1.365333333E0,1.990318913E1
1.278076172E3,1.365333333E0,2.848491180E1
1.301513672E3,1.365333333E0,2.087299934E1
